text,datetime,text_clean,sentiment
O Alckmin está segurando o choro. Nem toda a merenda do Brasil vale a humilhação que ele deve estar sentindo.,2018-10-05 00:07:11+00:00,o alckmin segurar o chorar o merendar brasil valer o humilhação dever sentir,-1.0
"Bora ouvir nosso presidente!
#BolsonaroNaRecordTV https://t.co/6wHLQZCAxq",2018-10-04 22:25:22+00:00,bora ouvir presidente bolsonaronarecordtv,1.0
"É uma piada atrás da outra kkkk (rindo pra não chorar de vergonha alheia)

Exatamente no mesmo horário que a Globo… https://t.co/EBwjrCwm7m",2018-10-04 22:39:13+00:00,umar piar kkkk rir pra chorar vergonha alheio exatamente o horário o globo …,-1.0
Que bonito isso que  o Alckmin falou do filho que a mãe ama mais poetisou,2018-10-05 00:25:37+00:00,bonito o alckmin falar filhar o mãe amo poetisou,1.0
"Marina fatou agora, as pessoas estão votando por medo ou por briga de partido #DebateGlobo https://t.co/Tsnf7TWprs",2018-10-04 22:24:12+00:00,marino fatou o pessoa votar medo brigar debateglobo,0.0
"como assim ciro abriu uma creche a cada dois dias, ceará deve ter mais creche que farmácia.",2018-10-05 00:01:33+00:00,comer ciro abrir umar creche o cear dever creche farmácia,-1.0
A estratégia da chapa do Bolsonaro foi dar uma facada nele para ele não falar merda na tv e não perder eleitor. Por… https://t.co/l8uoJvXE2F,2018-10-04 22:27:07+00:00,o estratégia chapar bolsonaro umar facada n parir falar merda o tv e perder eleitor …,-1.0
Um pouco nervoso com a ideia desse debate poder ajudar o bozo,2018-10-04 22:02:45+00:00,nervoso o idear d debater ajudar o bozo,-1.0
Qualquer pergunta do Boulos poderia ser respondida com “Vc nem pontuou nas pesquisas! Vc acha que alguém compra esse seu papo furado?”,2018-10-04 23:02:49+00:00,perguntar boulos respondido “ vc pontuar o pesquisar vc achar alguém comprar papar furar,-1.0
Ciro manifestou preocupação com a radicalização que representa a campanha de Bolsonaro. Não à toa esta semana eleitores de Bolsonaro destruíram uma placa com o nome de Marielle Franco. Eles ainda acharam bonito exibir a barbárie na rede. https://t.co/Ml5rf9WQ1L,2018-10-04 23:36:58+00:00,ciro manifestar preocupação o radicalização representar o campanha bolsonaro toar semana eleitor bolsonaro destruir umar placar o marielle franco achar bonito exibir o barbárie o redar,-1.0
"Parece que está rolando uma competição na Globo para ver quem ofende mais o povo brasileiro por preferir um candidato autêntico, de fala simples, e que comunga dos valores e opiniões do povo brasileiro, em vez de robozinhos patéticos como Haddad, Ciro, Alckmin, Marina, etc.",2018-10-05 00:11:25+00:00,parecer rolar umar competição o globo parir ofender o brasileiro preferir candidatar autêntico falir simples e comungar valorar e opinião brasileiro robozinhos patético comer haddad ciro alckmin marino etc,-1.0
"MEU DEUS O MASSACRE NO DESELEGANTE KKKKKKK HADDAD, NUNCA CRITIQUEI #DebateNaGlobo https://t.co/i1KxonH3RS",2018-10-04 23:03:41+00:00,deus o massacrar o deselegante kkkkkkk haddad criticar debatenaglobo,0.0
"Eu, assistindo esse debate agora kkkk https://t.co/uhUWC5Z2yO",2018-10-04 22:38:24+00:00,assistir debater kkkk,0.0
@xicosa O Alckmin verdadeiro hoje é o Álvaro Dias...,2018-10-04 23:55:15+00:00,@xicosa o alckmin o álvaro,0.0
gente o boulos tá doido,2018-10-04 22:33:34+00:00,gente o boulos tá doido,-1.0
"""As ações da Taurus, fábrica de armas, cresceram 180%. Tem várias pessoas associadas à turma do Bolsonaro ganhando dinheiro com a evolução das pesquisas"". ""Eu queria tirar a máscara dele na frente de todo mundo aqui (@jairbolsonaro )"", diz @cirogomes",2018-10-04 23:28:44+00:00,o ações taurus fábrica armar crescer 180 pessoa associar turma bolsonaro ganhar dinheiro o evolução pesquisar querer tirar o máscara d o frente mundo @jairbolsonaro @cirogomes,-1.0
"#Eleições2018 | ""A proposta que Michel Temer fez é uma aberração: o trabalhador rural nordestino não pode ter a mesma idade de aposentadoria que um intelectual da Avenida Paulista ou do Leblon"", concorda Ciro #DebateNaGlobo",2018-10-05 00:17:19+00:00,eleições2018 o proposto michel temer umar aberração o trabalhador rural nordestino o idade aposentadoria intelectual avenida paulista leblon concordar ciro debatenaglobo,0.0
"a briga interminável do álvaro dias e do meirelles
#DebateNaGlobo https://t.co/HkAaKmP9Wx",2018-10-04 23:01:50+00:00,o brigar interminável álvaro e meirelles debatenaglobo,-1.0
Manifesto arrepiante do Boulos. Importantíssimo nesse perigo da hora. Valeu a noite,2018-10-04 22:37:50+00:00,manifestar arrepiante boulos importante n perigar horar valer o,1.0
"Bolsonaro continua subindo! Vamos lá, pessoal, falta pouco para nos livrarmos do PT! Vamos acabar com isso dia 7!",2018-10-04 21:59:41+00:00,bolsonaro continuar subir pessoal falto parir o livrar pt acabar 7,1.0
boulos podia ser ate mais de esquerda https://t.co/g7FjZXo3CJ,2018-10-04 23:25:55+00:00,boulos atar esquerdo,0.0
Cadê o Daciolo???? Vou até desligar a televisão porque tá uma camaradagem danada,2018-10-04 22:37:43+00:00,cadê o daciolo desligar o televisão tá umar camaradagem danar,-1.0
"#BolsonaroNaRecord está, como sempre, na frente do #DebateNaGlobo

Bolsonaro sempre batendo a FakeNews",2018-10-04 22:19:29+00:00,bolsonaronarecord comer o frente debatenaglobo bolsonaro bater o fakenews,-1.0
"Boulos, eu vou votar no Ciro pensando em você.",2018-10-04 23:14:37+00:00,boulos votar o ciro pensar,1.0
"Não são seres humanos. 

FORÇA BRASIL FORÇA BOLSONARO FORÇA BRASIL FORÇA BOLSONARO FORÇA BRASIL FORÇA BOLSONARO",2018-10-04 23:59:57+00:00,humano forçar brasil forçar bolsonaro forçar brasil forçar bolsonaro forçar brasil forçar bolsonaro,1.0
"Na gestão de @Haddad_Fernando em São Paulo, os jovens em situação de vulnerabilidade receberam capacitação e bolsas para melhorar o atendimento dos equipamentos públicos da cidade, com programas como Jovem SUS e Juventude Viva. #HaddadÉ13",2018-10-04 22:42:08+00:00,o gestão @haddad_fernando paulo o jovem situação vulnerabilidade receber capacitação e bolsar parir melhorar o atendimento equipamento público cidade programar comer jovem sus e juventude vivo haddadé13,1.0
Boulos comendo o cu do coiso #DebateNaGlobo,2018-10-04 23:19:32+00:00,boulos comer o cu coiso debatenaglobo,1.0
"#BolsonaroNaRecord

Bolsonaro explica que é necessário a retaguarda jurídica para o cidadão de bem e para os policiais.

- ""Só no Brasil que ele é processado porque o marginal morre no meio de um confronto. Vamos mudar nosso Código Penal para dar a retaguarda jurídica"".",2018-10-04 22:30:40+00:00,bolsonaronarecord bolsonaro explicar necessário o retaguarda jurídico parir o cidadão e parir o policiar só o brasil processar o marginal morrer o mear confrontar mudar código penal parir o retaguarda jurídico,0.0
"🔰Essa imbecil não respeita a convalescença de ninguém.
É uma mulher baixa, hipócrita, mentirosa, aproveitadora.
Não tem dignidade na derrota. É somente uma perdedora, que vai sumir depois da eleição. Foi leviana na colocação.
Adeus Marina, adeus pra sempre. #DebateNaGlobo https://t.co/xAnLzOJsTJ",2018-10-05 00:49:30+00:00,🔰 imbecil respeitar o convalescença ninguém umar mulher hipócrita mentiroso aproveitador dignidade o derrotar umar perdedor sumir eleição leviano o colocação marino pra debatenaglobo,-1.0
o boulos falando sobre a ditadura militar deve ser tombado como patrimônio brasileiro #DebateNaGlobo https://t.co/baqJ4sHuxL,2018-10-04 22:56:34+00:00,o boulos falar sobrar o ditadura militar dever tombar comer patrimônio brasileiro debatenaglobo,1.0
imagina tomar uma com o ciro,2018-10-05 00:16:06+00:00,imaginar tomar umar o ciro,0.0
Desde que chegamos ao governo o que precisa ser investigado é investigado doa a quem doer. O que não pode é partidarizar a Justiça. Não pode um juiz perseguir os inimigos e ajudar os amigos. #HaddadÉ13 #DebateNaGlobo,2018-10-05 00:36:07+00:00,chegar o o governar o preciso investigar investigar doer o doer o partidarizar o justiçar juiz perseguir o inimigo e ajudar o amigo haddadé13 debatenaglobo,-1.0
NAO QUERO VOTAR NO HADADAD NO SEGUNDO TURNO VOTEM NO CIRO,2018-10-04 22:35:28+00:00,nao querer votar o hadadad o segundar turno votar o ciro,-1.0
agora ferro,2018-10-05 00:03:20+00:00,ferrar,-1.0
Proximo  tema: pq votar no Ciro 12 #TsunamiCIRO https://t.co/XzWgBn1kec,2018-10-04 23:11:40+00:00,proximo temer pq votar o ciro 12 tsunamiciro,0.0
"PROPOSTAS DE BOLSONARO
- Fim do 13º e férias
- Redução da licença maternidade
- IR igual pra ricos e POBRES
- Volta da CPMF
- Fim do Bolsa Família e projetos sociais
- Entrega da Petrobrás,BB e Caixa para americanos
- Mais armas em circulação
- Teto de gastos com saúde e educação",2018-10-04 21:55:43+00:00,proposto bolsonaro 13º e féria redução licença maternidade igual pra rico e pobre voltar cpmf bolsar família e projetos social entregar petrobrás b e caixa parir americano armar circulação teto gasto saudar e educação,-1.0
"enquanto isso no debate
a questão mais importante no momento https://t.co/nxAyjfFiCE",2018-10-05 00:15:44+00:00,o debater o importante o,0.0
Boulos me representa,2018-10-05 00:19:25+00:00,boulos representar,1.0
"Pelo menos nos números das transmissões online, Bolsonaro está ganhando de lavada. Há muito mais pessoas assistindo o streaming da entrevista dele do que pessoas assistindo o debate com todos os outros candidatos. #BolsonaroNaRecord",2018-10-05 00:50:59+00:00,pelar o transmissão online bolsonaro ganhar lavar haver pessoa assistir o streaming entrevisto d pessoa assistir o debater o candidato bolsonaronarecord,1.0
"Eu tô muito impressionada comigo mesma, tô assistido debate quando podia tá dormindo",2018-10-04 22:17:13+00:00,tô impressionar comigo tô assistir debater tá dormir,-1.0
"""Ciranda, cirandinha,
Vamos todos cirandar.
Nem PT, nem Bolsonaro
Vote 12 pra mudar""

#TsunamiCIRO https://t.co/YxS3TDPHba",2018-10-04 21:53:29+00:00,ciranda ciranda cirandar pt bolsonaro votar 12 pra mudar tsunamiciro,0.0
@vnetof @BlogdoNoblat Ia ser maneiro ele ir cada debate com uma fantasia diferente.,2018-10-05 00:22:33+00:00,@vnetof @blogdonoblat maneiro debater umar fantasiar diferente,1.0
"Boulos é o candidato dos meus sonhos, infelizmente não dá pra votar nele justamente pra salvar a democracia

mas ai… https://t.co/jbbqQg5Y6A",2018-10-05 00:06:54+00:00,boulos o candidatar sonho infelizmente pra votar n justamente pra salvar o democracia ai …,1.0
PERGUNTA PRO CIRO MEU DEEEEES,2018-10-05 00:27:39+00:00,perguntar pro ciro deeeees,-1.0
@brunapenilhas Boto o Ross pra Meirelles e o Joey pra Bolsonaro sem entender nada,2018-10-05 00:38:34+00:00,@brunapenilhas botar o ross pra meirelles e o joey pra bolsonaro entender nado,0.0
"Aproveitem o intervalo e utilizem o Konami Code pra ativar o Cyber Meirelles ou o Dark Meirelles.

#DebateNaGlobo https://t.co/VxrnkjbrIf",2018-10-04 23:26:57+00:00,aproveitar o intervalar e utilizar o konami code pra ativar o cyber meirelles o dark meirelles debatenaglobo,0.0
"E atualiza o Lattes em plena campanha empresarial. Fiquei com vergonha até.
#DebateNaGlobo 
#EleNaoEleNunca",2018-10-04 23:34:55+00:00,e atualiza o lattes pleno campanha empresarial ficar vergonha debatenaglobo elenaoelenunca,-1.0
DEBATE SEM BOLSONARO E DACIOLO É COMO FINAL DE FESTIVAL ESTUDANTIL DE MPB.TÉDIO TOTAL,2018-10-04 23:20:13+00:00,debater bolsonaro e daciolo comer festival estudantil mpb.tédio total,-1.0
Importante! Nova pesquisa do @Poder360 traz números melhores para @Haddad_Fernando. Pesquisa foi feita por telefone… https://t.co/U4negHnQAF,2018-10-05 00:16:14+00:00,importante pesquisar @poder360 trazer melhorar parir @haddad_fernando pesquisar feito telefonar …,1.0
"Não apoio o boulos, mas ele tá falando umas coisas nesse debate que mds,,",2018-10-04 22:48:18+00:00,apoiar o boulos tá falar umar n debater mds,1.0
"entenderam o shade da marina?
ele ficou jogando na cara dela ''A SENHORA É CANDIDATA''
e ela tá provocando o bonner toda vez que ele erra ''VOCÊ É UM JORNALISTA''

HAHAHAHAHAHAHAHA TÔ AMANDO POIS BONNER É UM ESCROTO #DebateNaGlobo",2018-10-04 23:33:03+00:00,entender o shade marino ficar jogar o caro d o senhor candidato '' e tá provocar o bonner errar jornalista '' hahahahahahahaha tô amar pois bonner escroto debatenaglobo,1.0
"""Nas condições que tudo aconteceu, eu me sinto bem"", Jair Bolsonaro para o #JornalDaRecord. #BolsonaroNaRecordTV. https://t.co/jv67lKoMa4",2018-10-04 22:30:08+00:00,o condição acontecer sentir jair bolsonaro parir o jornaldarecord bolsonaronarecordtv,0.0
"Bolsonaro vai dar entrevista na Record hoje, vamos levantar a #BolsonaroNaRecord. Vamos superar a audiência da globo🇧🇷 #VemComBolsonaro17",2018-10-04 22:15:29+00:00,bolsonaro entrevisto o record levantar o bolsonaronarecord superar o audiência globo 🇧 🇷 vemcombolsonaro17,1.0
meu pai queria votar em branco mas começou a elogiar o boulos e ciro 👀,2018-10-04 23:24:28+00:00,pai querer votar branco começar o elogiar o boulos e ciro 👀,1.0
"AHAHHAHAHAH BOOOOOOA BOCAAAAAAA hihihihi to mt feliz aiai 

Nao sei se acompanho o debate ou o jogo ave ja",2018-10-04 23:40:42+00:00,ahahhahahah booooooa bocaaaaaaa hihihihi to mt feliz aiar nao acompanhar o debater o jogar ave ja,1.0
"Possível 2° turno: Em quem vc votaria ? #DebateNaGlobo #HaddadE13 #BolsonaroNaRecord

Ciro Gomes=RT
Jair Bolsonaro=FAV https://t.co/aIMbp2jljB",2018-10-04 23:23:26+00:00,2 ° turno vc votar debatenaglobo haddade13 bolsonaronarecord ciro gomar rt jair bolsonaro fav,0.0
"PROPOSTAS DE BOLSONARO
- Fim do 13º e férias
- Redução da licença maternidade
- IR igual pra ricos e POBRES
- Volta da CPMF
- Fim do Bolsa Família e projetos sociais
- Entrega da Petrobrás,BB e Caixa para americanos
- Mais armas em circulação
- Teto de gastos com saúde e educação",2018-10-05 00:28:39+00:00,proposto bolsonaro 13º e féria redução licença maternidade igual pra rico e pobre voltar cpmf bolsar família e projetos social entregar petrobrás b e caixa parir americano armar circulação teto gasto saudar e educação,-1.0
"@jairbolsonaro Olha aí Capitão , o vídeo com o testemunho do ex-ministro, Joaquim Barbosa, citando o Jair Bolsonaro, como o *único* parlamentar, do caso mensalão, que *votou contra* a aprovação do projeto comprado pelo PT.
👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽 https://t.co/51uHeVlbtX",2018-10-04 23:49:20+00:00,@jairbolsonaro olhar capitão o vídeo o testemunhar ex ministrar joaquim barbosa citar o jair bolsonaro comer o único parlamentar casar mensalão votar o aprovação projeto comprar pelar pt 👇 🏽 👇 🏽 👇 🏽 👇 🏽 👇 🏽 👇 🏽 👇 🏽,1.0
Reforma agrária no #DebateNaGlobo com #HaddadPresidente! #HaddadÉ13,2018-10-04 23:18:53+00:00,reformar agrário o debatenaglobo haddadpresidente haddadé13,1.0
"Obrigado, Boulos: Ditadura nunca mais!!!",2018-10-04 22:55:44+00:00,obrigar boulos ditadura,1.0
"e ai, como é que tá o debate, quem tá ganhando?",2018-10-04 23:26:04+00:00,e ai comer tá o debater tá ganhar,0.0
Alguem tem link pra assistir o debate online?,2018-10-04 22:03:03+00:00,alguem link pra assistir o debater online,0.0
Hahahaha ele é um perdedor! #BolsonaroAmorDoBrasil #BolsonaroNaRecord #B17NoPrimeroTurno #bolsonaro,2018-10-04 23:20:07+00:00,hahahaha perdedor bolsonaroamordobrasil bolsonaronarecord b17noprimeroturno bolsonaro,-1.0
que falta faz 1 cabo daciolo #debatenaglobo https://t.co/uoTnaUDWES,2018-10-04 22:21:58+00:00,falto 1 cabo daciolo debatenaglobo,-1.0
"Numa conversa de poucos minutos, Bolsonaro foi interrompido várias vezes pelo seu enfermeiro. O ódio da esquerda, alimentado pela mídia e por todo o establishment, é real e tem consequências graves. Precisamos nos livrar dessa ideologia odiosa. #BolsonaroNaRecord",2018-10-04 22:33:20+00:00,converso minuto bolsonaro interromper vezar pelar enfermeiro o ódio esquerdo alimentar pelar mídia e o establishment real e consequência grave precisar o livrar d ideologia odioso bolsonaronarecord,-1.0
"Ciro: ""Bonita gravata!"" [risas] #DebateNaGlobo https://t.co/0aqIaqnM9d",2018-10-04 23:13:38+00:00,ciro bonito gravata risas debatenaglobo,0.0
"Rapaz, esquerdista te xingando nas notificações é um prazer melhor do que sexo.

Tô ficando viciado.

Chupa, vermelinho.

Chora mais que tá pouco.

Tá com raivinha arranque as calças pela cabeça.

(Por falar em cabeça a do Ciro parece um dedão do pé, saca só).",2018-10-05 00:24:27+00:00,rapaz esquerdista xingar o notificação prazer melhor sexo tô ficar viciar chupar vermelinho chorar tá tá raiva arrancar o calçar pelar cabeça falar cabeça o ciro parecer dedão pé sacar só,-1.0
